LP;Zawodnik;AVG - zawodnik;Przeciwnik;AVG - przeciwnik;Wynik;Faza;Turniej;Data
3980;Mensur Suljovic;92.15294117647059;Jamie Hughes;87.4764705882353;"6;5";L16;European Darts Grand Prix;18.10.2020
3981;Rob Cross;101.37623762376238;Martijn Kleermaker;91.54736842105264;"6;1";L16;European Darts Grand Prix;18.10.2020
3982;Nathan Aspinall;93.85365853658537;James Wade;91.25641025641025;"6;2";L16;European Darts Grand Prix;18.10.2020
3983;Michael van Gerwen;89.01098901098902;Vincent van der Voort;87.51666666666667;"6;5";L16;European Darts Grand Prix;18.10.2020
3984;Ian White;89.55555555555556;Maik Kuivenhoven;87.63354037267081;"6;4";QF;European Darts Grand Prix;18.10.2020
3985;Jose de Sousa;98.0896551724138;Darius Labanauskas;95.57746478873239;"6;4";QF;European Darts Grand Prix;18.10.2020
3986;Mensur Suljovic;96.96774193548387;Rob Cross;81.36666666666667;"6;0";QF;European Darts Grand Prix;18.10.2020
3987;Michael van Gerwen;99.64705882352942;Nathan Aspinall;98.90322580645162;"6;5";QF;European Darts Grand Prix;18.10.2020
3988;Jose de Sousa;99.60326086956522;Ian White;94.14659685863874;"7;6";SF;European Darts Grand Prix;18.10.2020
3989;Michael van Gerwen;96.95901639344262;Mensur Suljovic;95.29565217391304;"7;1";SF;European Darts Grand Prix;18.10.2020
3990;Jose de Sousa;105.78658536585367;Michael van Gerwen;92.43037974683544;"8;4";Final;European Darts Grand Prix;18.10.2020
3991;Jason Lowe;97.69811320754718;Scott Marsh;94.22368421052632;"6;5";L48;International Darts Open;23.10.2020
3992;Andreas Harrysson;79.65189873417722;Benito van de Pas;80.33333333333334;"6;3";L48;International Darts Open;23.10.2020
3993;Andy Hamilton;83.82481751824818;Simeon Heinz;79.83088235294117;"6;2";L48;International Darts Open;23.10.2020
3994;Ross Smith;112.8586956521739;Mario vandenbogaerde;92.47826086956522;"6;1";L48;International Darts Open;23.10.2020
3995;Franz Roetzsch;93.4;Brendan Dolan;89.4;"6;4";L48;International Darts Open;23.10.2020
3996;Ron Meulenkamp;82.97916666666666;Michael Rosenauer;78.87857142857143;"6;2";L48;International Darts Open;23.10.2020
3997;Steve West;94.53435114503816;Toni Alcinas;93.77952755905513;"6;3";L48;International Darts Open;23.10.2020
3998;Danny Noppert;89.19827586206897;Sebastian Pohl;77.15789473684211;"6;1";L48;International Darts Open;23.10.2020
3999;Robert Marijanovic;99.09890109890111;Jamie Lewis;57.72413793103449;"6;0";L48;International Darts Open;23.10.2020
4000;Martin Schindler;90.78260869565217;Tytus Kanik;86.05263157894737;"6;1";L48;International Darts Open;23.10.2020
4001;Scott Baker;94.38461538461539;Michael Unterbuchner;83.06369426751593;"6;4";L48;International Darts Open;23.10.2020
4002;Martijn Kleermaker;85.34042553191489;Arsen Ballaj;83.35135135135135;"6;5";L48;International Darts Open;23.10.2020
4003;Madars Razma;84.26086956521739;Kai Fan Leung;83.90566037735849;"6;4";L48;International Darts Open;23.10.2020
4004;Max Hopp;93.91891891891892;Jelle Klaasen;87.5;"6;1";L48;International Darts Open;23.10.2020
4005;Gabriel Clemens;99.58252427184465;Philipp Hagemann;83.1958762886598;"6;1";L48;International Darts Open;23.10.2020
4006;Jesus Noguera;90.17999999999999;Maik Kuivenhoven;82.30303030303031;"6;0";L48;International Darts Open;23.10.2020
4007;Jamie Hughes;84.51265822784809;Steve West;87.57324840764332;"6;4";L32;International Darts Open;24.10.2020
4008;Danny Noppert;103.39024390243901;Adrian Lewis;93.10000000000001;"6;3";L32;International Darts Open;24.10.2020
4009;Michael Smith;96.1951219512195;Martin Schindler;90.12711864406779;"6;2";L32;International Darts Open;24.10.2020
4010;Joe Cullen;101.27184466019418;Robert Marijanovic;87.14705882352942;"6;1";L32;International Darts Open;24.10.2020
4011;Scott Baker;89.97841726618705;Daryl Gurney;91.75;"6;3";L32;International Darts Open;24.10.2020
4012;Dave Chisnall;104.43307086614173;Ron Meulenkamp;93.73228346456693;"6;3";L32;International Darts Open;24.10.2020
4013;James Wade;90.22448979591837;Andreas Harrysson;77.52413793103449;"6;3";L32;International Darts Open;24.10.2020
4014;Franz Roetzsch;103.01574803149606;Rob Cross;94.53543307086615;"6;3";L32;International Darts Open;24.10.2020
4015;Mensur Suljovic;103.8;Gabriel Clemens;94.86;"6;5";L32;International Darts Open;24.10.2020
4016;Krzysztof Ratajski;99.16107382550337;Martijn Kleermaker;93.38775510204081;"6;4";L32;International Darts Open;24.10.2020
4017;Andy Hamilton;88.34482758620689;Stephen Bunting;87.78947368421052;"6;5";L32;International Darts Open;24.10.2020
4018;Nathan Aspinall;92.34375;Jason Lowe;95.47169811320754;"6;5";L32;International Darts Open;24.10.2020
4019;Michael van Gerwen;89.98159509202455;Madars Razma;86.40372670807453;"6;4";L32;International Darts Open;24.10.2020
4020;Ross Smith;96.74534161490683;Gerwyn Price;92.9622641509434;"6;5";L32;International Darts Open;24.10.2020
4021;Max Hopp;98.74809160305344;Jose de Sousa;94.84251968503936;"6;3";L32;International Darts Open;24.10.2020
4022;Jesus Noguera;93.0;Ian White;92.75735294117646;"6;3";L32;International Darts Open;24.10.2020
4023;Michael van Gerwen;88.22950819672131;Andy Hamilton;81.0;"6;5";L16;International Darts Open;24.10.2020
4024;James Wade;97.02439024390245;Nathan Aspinall;91.14406779661017;"6;2";L16;International Darts Open;24.10.2020
4025;Krzysztof Ratajski;102.45205479452056;Franz Roetzsch;96.80392156862746;"6;5";L16;International Darts Open;24.10.2020
4026;Mensur Suljovic;97.57377049180329;Jamie Hughes;90.5655737704918;"6;2";L16;International Darts Open;24.10.2020
4027;Ross Smith;94.17567567567568;Max Hopp;95.79020979020979;"6;4";L16;International Darts Open;24.10.2020
4028;Joe Cullen;89.24347826086957;Dave Chisnall;82.42105263157895;"6;1";L16;International Darts Open;24.10.2020
4029;Michael Smith;94.44545454545454;Jesus Noguera;93.5;"6;1";L16;International Darts Open;24.10.2020
4030;Danny Noppert;92.6046511627907;Scott Baker;78.26612903225806;"6;2";L16;International Darts Open;24.10.2020
4031;Michael van Gerwen;102.17499999999998;James Wade;99.7948717948718;"6;3";QF;International Darts Open;25.10.2020
4032;Mensur Suljovic;99.63157894736841;Krzysztof Ratajski;102.29411764705884;"6;5";QF;International Darts Open;25.10.2020
4033;Joe Cullen;99.02127659574468;Ross Smith;100.0;"6;4";QF;International Darts Open;25.10.2020
4034;Michael Smith;98.54716981132074;Danny Noppert;93.12244897959184;"6;1";QF;International Darts Open;25.10.2020
4035;Michael van Gerwen;88.9145728643216;Mensur Suljovic;92.01015228426395;"7;6";SF;International Darts Open;25.10.2020
4036;Joe Cullen;96.1418918918919;Michael Smith;89.95862068965518;"7;3";SF;International Darts Open;25.10.2020
4037;Joe Cullen;97.1904761904762;Michael van Gerwen;91.37368421052632;"8;5";Final;International Darts Open;25.10.2020
4038;William Borland;87.83850931677019;Johan Engstrom;84.64814814814815;"6;4";L48;Hungarian Darts Trophy;03.09.2021
4039;Geert De Vos;88.76744186046511;Geert Nentjes;90.16666666666667;"6;2";L48;Hungarian Darts Trophy;03.09.2021
4040;Richard Veenstra;84.65853658536585;Keegan Brown;84.46583850931677;"6;4";L48;Hungarian Darts Trophy;03.09.2021
4041;Joe Murnan;92.30635838150289;Janos Vegso;80.57386363636364;"6;5";L48;Hungarian Darts Trophy;03.09.2021
4042;Keane Barry;91.99285714285715;Thomas Lovely;90.90647482014388;"6;3";L48;Hungarian Darts Trophy;03.09.2021
4043;Adam Gawlas;96.9375;Boris Krcmar;97.11320754716982;"6;5";L48;Hungarian Darts Trophy;03.09.2021
4044;Lewy Williams;86.54901960784314;Gábor Jagicza;78.29605263157895;"6;3";L48;Hungarian Darts Trophy;03.09.2021
4045;Florian Hempel;89.04469273743017;Jake Jones;85.98275862068965;"6;5";L48;Hungarian Darts Trophy;03.09.2021
4046;Ross Smith;100.19999999999999;Péter Strbik;90.10714285714286;"6;0";L48;Hungarian Darts Trophy;03.09.2021
4047;Alan Soutar;97.42990654205607;József Rucska;73.92233009708738;"6;1";L48;Hungarian Darts Trophy;03.09.2021
4048;Luke Humphries;91.87234042553192;Madars Razma;90.94405594405595;"6;3";L48;Hungarian Darts Trophy;03.09.2021
4049;Bradley Brooks;95.1923076923077;Adrian Lewis;99.63057324840764;"6;5";L48;Hungarian Darts Trophy;03.09.2021
4050;John Michael;98.92500000000001;Steve Beaton;97.63636363636364;"6;5";L48;Hungarian Darts Trophy;03.09.2021
4051;Simon Whitlock;98.22857142857143;Darren Webster;90.71223021582733;"6;4";L48;Hungarian Darts Trophy;03.09.2021
4052;Daryl Gurney;99.5084745762712;Vincent van der Voort;93.02586206896551;"6;2";L48;Hungarian Darts Trophy;03.09.2021
4053;Rob Cross;94.01960784313725;Ross Smith;90.07692307692308;"6;4";L32;Hungarian Darts Trophy;04.09.2021
4054;Brendan Dolan;93.5;Alan Soutar;90.74285714285713;"6;1";L32;Hungarian Darts Trophy;04.09.2021
4055;James Wade;99.45098039215688;William O'Connor;99.01960784313727;"6;5";L32;Hungarian Darts Trophy;04.09.2021
4056;William Borland;94.46296296296296;Mensur Suljovic;96.22222222222223;"6;5";L32;Hungarian Darts Trophy;04.09.2021
4057;Luke Humphries;101.0810810810811;Devon Petersen;90.92727272727272;"6;2";L32;Hungarian Darts Trophy;04.09.2021
4058;Keane Barry;95.07194244604317;Dirk van Duijvenbode;84.64748201438849;"6;3";L32;Hungarian Darts Trophy;04.09.2021
4059;Nathan Aspinall;101.67647058823529;Bradley Brooks;91.13265306122449;"6;1";L32;Hungarian Darts Trophy;04.09.2021
4060;Adam Gawlas;83.78089887640449;Jonny Clayton;88.65745856353591;"6;5";L32;Hungarian Darts Trophy;04.09.2021
4061;Joe Cullen;100.09701492537314;Geert De Vos;82.37593984962406;"6;3";L32;Hungarian Darts Trophy;04.09.2021
4062;Lewy Williams;98.7890625;Krzysztof Ratajski;96.70866141732284;"6;3";L32;Hungarian Darts Trophy;04.09.2021
4063;Damon Heta;95.81879194630872;Simon Whitlock;89.38775510204081;"6;4";L32;Hungarian Darts Trophy;04.09.2021
4064;Jose de Sousa;94.87218045112782;Joe Murnan;94.00746268656717;"6;3";L32;Hungarian Darts Trophy;04.09.2021
4065;Michael van Gerwen;101.5111111111111;Daryl Gurney;101.16176470588235;"6;4";L32;Hungarian Darts Trophy;04.09.2021
4066;Gerwyn Price;92.67721518987342;Richard Veenstra;84.87898089171975;"6;4";L32;Hungarian Darts Trophy;04.09.2021
4067;Peter Wright;93.0;Florian Hempel;95.1;"6;3";L32;Hungarian Darts Trophy;04.09.2021
4068;Michael Smith;101.07874015748031;John Michael;94.01574803149606;"6;3";L32;Hungarian Darts Trophy;05.09.2021
4069;Joe Cullen;97.02857142857142;Rob Cross;93.38028169014083;"6;4";L16;Hungarian Darts Trophy;05.09.2021
4070;Luke Humphries;97.52542372881355;James Wade;95.73451327433628;"6;2";L16;Hungarian Darts Trophy;05.09.2021
4071;Brendan Dolan;94.72258064516129;Michael van Gerwen;99.18120805369126;"6;5";L16;Hungarian Darts Trophy;05.09.2021
4072;Gerwyn Price;89.92105263157895;Damon Heta;90.48648648648648;"6;4";L16;Hungarian Darts Trophy;05.09.2021
4073;Jose de Sousa;91.34883720930233;Nathan Aspinall;81.0703125;"6;2";L16;Hungarian Darts Trophy;05.09.2021
4074;Adam Gawlas;98.15789473684211;Lewy Williams;89.91891891891892;"6;2";L16;Hungarian Darts Trophy;05.09.2021
4075;Michael Smith;84.79838709677419;Keane Barry;84.93913043478261;"6;1";L16;Hungarian Darts Trophy;05.09.2021
4076;Luke Humphries;92.64;Joe Cullen;93.42567567567568;"6;4";QF;Hungarian Darts Trophy;05.09.2021
4077;Gerwyn Price;91.48979591836735;Brendan Dolan;87.10204081632654;"6;4";QF;Hungarian Darts Trophy;05.09.2021
4078;Jose de Sousa;90.63529411764705;Adam Gawlas;92.85882352941177;"6;5";QF;Hungarian Darts Trophy;05.09.2021
4079;Michael Smith;96.78151260504202;Peter Wright;91.76470588235294;"6;2";QF;Hungarian Darts Trophy;05.09.2021
4080;Gerwyn Price;107.20833333333334;Luke Humphries;100.04895104895104;"7;4";SF;Hungarian Darts Trophy;05.09.2021
4081;Michael Smith;98.53714285714287;Jose de Sousa;94.73684210526315;"7;5";SF;Hungarian Darts Trophy;05.09.2021
4082;Gerwyn Price;108.73913043478261;Michael Smith;92.1654135338346;"8;2";Final;Hungarian Darts Trophy;05.09.2021
4083;Andreas Harrysson;85.65734265734267;Keane Barry;89.21167883211679;"6;3";L48;Gibraltar Darts Trophy;24.09.2021
4084;Joe Murnan;84.62130177514794;Martijn Kleermaker;93.66467065868264;"6;5";L48;Gibraltar Darts Trophy;24.09.2021
4085;Adam Hunt;89.2871287128713;Geert Nentjes;85.84848484848484;"6;0";L48;Gibraltar Darts Trophy;24.09.2021
4086;Adam Smith-Neale;93.88392857142857;Justin Broton;79.125;"6;1";L48;Gibraltar Darts Trophy;24.09.2021
4087;Ted Evetts;82.53260869565217;Ryan Murray;85.13297872340426;"6;5";L48;Gibraltar Darts Trophy;24.09.2021
4088;Rob Cross;90.8543046357616;Patrik Kovacs;85.07843137254902;"6;4";L48;Gibraltar Darts Trophy;24.09.2021
4089;Boris Krcmar;97.77966101694915;John Henderson;90.71794871794872;"6;2";L48;Gibraltar Darts Trophy;24.09.2021
4090;Mervyn King;94.92631578947368;Craig Galliano;79.5;"6;0";L48;Gibraltar Darts Trophy;24.09.2021
4091;Florian Hempel;94.46385542168676;Stephen Bunting;86.79503105590062;"6;5";L48;Gibraltar Darts Trophy;24.09.2021
4092;Kenny Neyens;71.2128712871287;Dyson Parody;72.48484848484848;"6;4";L48;Gibraltar Darts Trophy;24.09.2021
4093;Ryan Searle;96.34394904458598;Martin Schindler;95.44585987261146;"6;5";L48;Gibraltar Darts Trophy;24.09.2021
4094;Simon Whitlock;96.66346153846155;Wayne Jones;89.0909090909091;"6;1";L48;Gibraltar Darts Trophy;24.09.2021
4095;Kim Huybrechts;105.08108108108107;Boris Koltsov;92.22935779816514;"6;2";L48;Gibraltar Darts Trophy;24.09.2021
4096;Callan Rydz;103.77000000000001;Justin Hewitt;87.54545454545455;"6;1";L48;Gibraltar Darts Trophy;24.09.2021
4097;Ritchie Edhouse;91.36024844720498;Steve Beaton;83.92592592592592;"6;4";L48;Gibraltar Darts Trophy;24.09.2021
4098;Gabriel Clemens;92.91836734693877;Luke Humphries;94.62913907284768;"6;4";L48;Gibraltar Darts Trophy;24.09.2021
4099;Ted Evetts;91.07142857142857;Dirk van Duijvenbode;91.9940119760479;"6;5";L32;Gibraltar Darts Trophy;25.09.2021
4100;Brendan Dolan;92.5045871559633;Mervyn King;89.54285714285714;"6;1";L32;Gibraltar Darts Trophy;25.09.2021
4101;Danny Noppert;94.76190476190476;Andreas Harrysson;85.38842975206612;"6;2";L32;Gibraltar Darts Trophy;25.09.2021
4102;Damon Heta;92.38732394366197;Adam Hunt;84.12857142857143;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4103;Mensur Suljovic;88.23529411764706;Kim Huybrechts;92.91017964071857;"6;5";L32;Gibraltar Darts Trophy;25.09.2021
4104;Simon Whitlock;91.80952380952381;Michael Smith;92.04098360655738;"6;2";L32;Gibraltar Darts Trophy;25.09.2021
4105;James Wade;95.88679245283019;Boris Krcmar;93.60377358490567;"6;5";L32;Gibraltar Darts Trophy;25.09.2021
4106;Krzysztof Ratajski;90.16666666666667;Ryan Searle;90.0;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4107;Adam Smith-Neale;86.64935064935065;Jonny Clayton;94.88741721854305;"6;4";L32;Gibraltar Darts Trophy;25.09.2021
4108;Jose de Sousa;92.0204081632653;Kenny Neyens;75.18181818181819;"6;0";L32;Gibraltar Darts Trophy;25.09.2021
4109;Gabriel Clemens;88.82978723404256;Devon Petersen;86.44680851063829;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4110;Callan Rydz;110.7155172413793;Peter Wright;108.1858407079646;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4111;Gerwyn Price;97.13888888888889;Florian Hempel;84.93203883495146;"6;1";L32;Gibraltar Darts Trophy;25.09.2021
4112;Michael van Gerwen;100.17293233082708;Rob Cross;92.70229007633588;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4113;Joe Cullen;88.36134453781511;Joe Murnan;79.08620689655173;"6;1";L32;Gibraltar Darts Trophy;25.09.2021
4114;Nathan Aspinall;102.54761904761905;Ritchie Edhouse;89.85826771653544;"6;3";L32;Gibraltar Darts Trophy;25.09.2021
4115;Simon Whitlock;95.72185430463576;Ted Evetts;85.77631578947368;"6;4";L16;Gibraltar Darts Trophy;26.09.2021
4116;Brendan Dolan;97.7766990291262;Callan Rydz;92.97;"6;1";L16;Gibraltar Darts Trophy;26.09.2021
4117;Krzysztof Ratajski;88.85496183206106;Adam Smith-Neale;91.18110236220473;"6;2";L16;Gibraltar Darts Trophy;26.09.2021
4118;Mensur Suljovic;101.02941176470588;Jose de Sousa;89.3939393939394;"6;1";L16;Gibraltar Darts Trophy;26.09.2021
4119;Gerwyn Price;102.0234375;Damon Heta;96.93599999999999;"6;3";L16;Gibraltar Darts Trophy;26.09.2021
4120;Michael van Gerwen;102.81818181818181;Danny Noppert;102.51655629139074;"6;5";L16;Gibraltar Darts Trophy;26.09.2021
4121;James Wade;99.96268656716417;Gabriel Clemens;87.43511450381679;"6;3";L16;Gibraltar Darts Trophy;26.09.2021
4122;Nathan Aspinall;107.46268656716417;Joe Cullen;104.41791044776119;"6;4";L16;Gibraltar Darts Trophy;26.09.2021
4123;Simon Whitlock;83.39644970414201;Brendan Dolan;84.19642857142857;"6;4";QF;Gibraltar Darts Trophy;26.09.2021
4124;Mensur Suljovic;86.51162790697674;Krzysztof Ratajski;87.73170731707316;"6;2";QF;Gibraltar Darts Trophy;26.09.2021
4125;Gerwyn Price;103.61224489795919;Michael van Gerwen;105.02083333333333;"6;5";QF;Gibraltar Darts Trophy;26.09.2021
4126;Nathan Aspinall;98.97478991596637;James Wade;91.37288135593221;"6;2";QF;Gibraltar Darts Trophy;26.09.2021
4127;Mensur Suljovic;96.7;Simon Whitlock;85.92134831460675;"7;5";SF;Gibraltar Darts Trophy;26.09.2021
4128;Gerwyn Price;100.82608695652175;Nathan Aspinall;101.03649635036496;"7;3";SF;Gibraltar Darts Trophy;26.09.2021
4129;Gerwyn Price;105.4736842105263;Mensur Suljovic;88.47222222222223;"8;0";Final;Gibraltar Darts Trophy;26.09.2021
4130;Brian Raman;80.12962962962963;David Schlichting;74.8679245283019;"6;3";L48;International Darts Open;25.02.2022
4131;Niko Springer;92.48;Jermaine Wattimena;91.38620689655173;"6;4";L48;International Darts Open;25.02.2022
4132;Madars Razma;86.46496815286625;Wayne Jones;86.92307692307692;"6;4";L48;International Darts Open;25.02.2022
4133;Daryl Gurney;86.73529411764706;Fabian Schmutzler;83.86466165413533;"6;2";L48;International Darts Open;25.02.2022
4134;Vincent van der Voort;103.69354838709677;Adam Gawlas;97.925;"6;3";L48;International Darts Open;25.02.2022
4135;Luke Woodhouse;95.3801652892562;Andy Boulton;90.15254237288136;"6;2";L48;International Darts Open;25.02.2022
4136;Keane Barry;95.85;Ron Meulenkamp;86.03389830508475;"6;2";L48;International Darts Open;25.02.2022
4137;Ritchie Edhouse;89.41176470588235;Ryan Searle;85.76470588235294;"6;4";L48;International Darts Open;25.02.2022
4138;Lewy Williams;90.38;Dennis Nilsson;82.45033112582782;"6;4";L48;International Darts Open;25.02.2022
4139;Mervyn King;84.41721854304636;Janos Vegso;81.47916666666666;"6;3";L48;International Darts Open;25.02.2022
4140;Kim Huybrechts;97.52205882352942;Florian Hempel;85.45588235294117;"6;3";L48;International Darts Open;25.02.2022
4141;Dimitri van den Bergh;101.4375;Martin Lukeman;90.0;"6;2";L48;International Darts Open;25.02.2022
4142;Krzysztof Kciuk;92.04424778761062;Rob Cross;88.4862385321101;"6;1";L48;International Darts Open;25.02.2022
4143;Nico Kurz;87.69064748201438;Gabriel Clemens;89.66911764705883;"6;3";L48;International Darts Open;25.02.2022
4144;Simon Whitlock;95.93617021276596;Dragutin Horvat;75.96666666666667;"6;0";L48;International Darts Open;25.02.2022
